Type,Region,Residence _School Type,Service_Type,Year,Coverage,School_age _population,Service_level
sdg,Northern Africa and Western Asia,secondary,Hygiene,2021,91.14565,53981178.74,Basic service
sdg,Northern Africa and Western Asia,total,Hygiene,2021,0,0,Insufficient data
sdg,Northern Africa and Western Asia,pre_primary,Hygiene,2021,100,24851437,Insufficient data
sdg,Northern Africa and Western Asia,primary,Hygiene,2021,0,0,Insufficient data
sdg,Northern Africa and Western Asia,rural,Hygiene,2021,100,55465702,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Hygiene,2021,0,0,Insufficient data
sdg,Northern Africa and Western Asia,urban,Hygiene,2021,100,87432889,Insufficient data
sdg,Northern Africa and Western Asia,total,Hygiene,2021,10.71135,15306367.71,Limited service
sdg,Northern Africa and Western Asia,primary,Hygiene,2021,6.5984,3881311.511,Limited service
sdg,Northern Africa and Western Asia,secondary,Hygiene,2021,4.03036,2386991.001,Limited service
sdg,Northern Africa and Western Asia,total,Hygiene,2021,18.80849,26877068.65,No service
sdg,Northern Africa and Western Asia,primary,Hygiene,2021,20.20054,11882358.03,No service
sdg,Northern Africa and Western Asia,secondary,Hygiene,2021,4.82398,2857011.978,No service
sdg,Northern Africa and Western Asia,total,Sanitation,2021,85.9245,122784900.8,Basic service
sdg,Northern Africa and Western Asia,primary,Sanitation,2021,91.32388,53718511.66,Basic service
sdg,Northern Africa and Western Asia,secondary,Sanitation,2021,95.62147,56631988.21,Basic service
sdg,Northern Africa and Western Asia,total,Sanitation,2021,0,0,Insufficient data
sdg,Northern Africa and Western Asia,pre_primary,Sanitation,2021,100,24851437,Insufficient data
sdg,Northern Africa and Western Asia,primary,Sanitation,2021,0,0,Insufficient data
sdg,Northern Africa and Western Asia,rural,Sanitation,2021,100,55465702,Insufficient data
sdg,Northern Africa and Western Asia,secondary,Sanitation,2021,0,0,Insufficient data
sdg,Northern Africa and Western Asia,urban,Sanitation,2021,100,87432889,Insufficient data
sdg,Northern Africa and Western Asia,total,Sanitation,2021,10.28754,14700745.08,Limited service
sdg,Northern Africa and Western Asia,primary,Sanitation,2021,0,0,Limited service
sdg,Northern Africa and Western Asia,secondary,Sanitation,2021,0,0,Limited service
sdg,Northern Africa and Western Asia,total,Sanitation,2021,3.78796,5412948.091,No service
sdg,Northern Africa and Western Asia,primary,Sanitation,2021,8.67612,5103466.144,No service
sdg,Northern Africa and Western Asia,secondary,Sanitation,2021,4.37853,2593192.094,No service
sdg,Oceania,total,Hygiene,2000,100,2803443,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2000,100,342322,Insufficient data
sdg,Oceania,primary,Hygiene,2000,100,1272415,Insufficient data
sdg,Oceania,rural,Hygiene,2000,100,2124643,Insufficient data
sdg,Oceania,secondary,Hygiene,2000,100,1188707,Insufficient data
sdg,Oceania,urban,Hygiene,2000,100,678801,Insufficient data
sdg,Oceania,total,Sanitation,2000,100,2803443,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2000,100,342322,Insufficient data
sdg,Oceania,primary,Sanitation,2000,100,1272415,Insufficient data
sdg,Oceania,rural,Sanitation,2000,100,2124643,Insufficient data
sdg,Oceania,secondary,Sanitation,2000,100,1188707,Insufficient data
sdg,Oceania,urban,Sanitation,2000,100,678801,Insufficient data
sdg,Oceania,total,Hygiene,2001,100,2826466,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2001,100,343929,Insufficient data
sdg,Oceania,primary,Hygiene,2001,100,1287146,Insufficient data
sdg,Oceania,rural,Hygiene,2001,100,2144828,Insufficient data
sdg,Oceania,secondary,Hygiene,2001,100,1195392,Insufficient data
sdg,Oceania,urban,Hygiene,2001,100,681638,Insufficient data
sdg,Oceania,total,Sanitation,2001,100,2826466,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2001,100,343929,Insufficient data
sdg,Oceania,primary,Sanitation,2001,100,1287146,Insufficient data
sdg,Oceania,rural,Sanitation,2001,100,2144828,Insufficient data
sdg,Oceania,secondary,Sanitation,2001,100,1195392,Insufficient data
sdg,Oceania,urban,Sanitation,2001,100,681638,Insufficient data
sdg,Oceania,total,Hygiene,2002,100,2851733,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2002,100,346635,Insufficient data
sdg,Oceania,primary,Hygiene,2002,100,1303619,Insufficient data
sdg,Oceania,rural,Hygiene,2002,100,2167499,Insufficient data
sdg,Oceania,secondary,Hygiene,2002,100,1201476,Insufficient data
sdg,Oceania,urban,Hygiene,2002,100,684233,Insufficient data
sdg,Oceania,total,Sanitation,2002,100,2851733,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2002,100,346635,Insufficient data
sdg,Oceania,primary,Sanitation,2002,100,1303619,Insufficient data
sdg,Oceania,rural,Sanitation,2002,100,2167499,Insufficient data
sdg,Oceania,secondary,Sanitation,2002,100,1201476,Insufficient data
sdg,Oceania,urban,Sanitation,2002,100,684233,Insufficient data
sdg,Oceania,total,Hygiene,2003,100,2881583,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2003,100,349790,Insufficient data
sdg,Oceania,primary,Hygiene,2003,100,1321975,Insufficient data
sdg,Oceania,rural,Hygiene,2003,100,2193609,Insufficient data
sdg,Oceania,secondary,Hygiene,2003,100,1209821,Insufficient data
sdg,Oceania,urban,Hygiene,2003,100,687977,Insufficient data
sdg,Oceania,total,Sanitation,2003,100,2881583,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2003,100,349790,Insufficient data
sdg,Oceania,primary,Sanitation,2003,100,1321975,Insufficient data
sdg,Oceania,rural,Sanitation,2003,100,2193609,Insufficient data
sdg,Oceania,secondary,Sanitation,2003,100,1209821,Insufficient data
sdg,Oceania,urban,Sanitation,2003,100,687977,Insufficient data
sdg,Oceania,total,Hygiene,2004,100,2918389,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2004,100,354415,Insufficient data
sdg,Oceania,primary,Hygiene,2004,100,1342688,Insufficient data
sdg,Oceania,rural,Hygiene,2004,100,2224761,Insufficient data
sdg,Oceania,secondary,Hygiene,2004,100,1221286,Insufficient data
sdg,Oceania,urban,Hygiene,2004,100,693627,Insufficient data
sdg,Oceania,total,Sanitation,2004,100,2918389,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2004,100,354415,Insufficient data
sdg,Oceania,primary,Sanitation,2004,100,1342688,Insufficient data
sdg,Oceania,rural,Sanitation,2004,100,2224761,Insufficient data
sdg,Oceania,secondary,Sanitation,2004,100,1221286,Insufficient data
sdg,Oceania,urban,Sanitation,2004,100,693627,Insufficient data
sdg,Oceania,total,Hygiene,2005,100,2959108,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2005,100,357912,Insufficient data
sdg,Oceania,primary,Hygiene,2005,100,1366149,Insufficient data
sdg,Oceania,rural,Hygiene,2005,100,2259145,Insufficient data
sdg,Oceania,secondary,Hygiene,2005,100,1235049,Insufficient data
sdg,Oceania,urban,Hygiene,2005,100,699962,Insufficient data
sdg,Oceania,total,Sanitation,2005,100,2959108,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2005,100,357912,Insufficient data
sdg,Oceania,primary,Sanitation,2005,100,1366149,Insufficient data
sdg,Oceania,rural,Sanitation,2005,100,2259145,Insufficient data
sdg,Oceania,secondary,Sanitation,2005,100,1235049,Insufficient data
sdg,Oceania,urban,Sanitation,2005,100,699962,Insufficient data
sdg,Oceania,total,Hygiene,2006,100,3010870,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2006,100,361797,Insufficient data
sdg,Oceania,primary,Hygiene,2006,100,1395796,Insufficient data
sdg,Oceania,rural,Hygiene,2006,100,2301167,Insufficient data
sdg,Oceania,secondary,Hygiene,2006,100,1253278,Insufficient data
sdg,Oceania,urban,Hygiene,2006,100,709704,Insufficient data
sdg,Oceania,total,Sanitation,2006,100,3010870,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2006,100,361797,Insufficient data
sdg,Oceania,primary,Sanitation,2006,100,1395796,Insufficient data
sdg,Oceania,rural,Sanitation,2006,100,2301167,Insufficient data
sdg,Oceania,secondary,Sanitation,2006,100,1253278,Insufficient data
sdg,Oceania,urban,Sanitation,2006,100,709704,Insufficient data
sdg,Oceania,total,Hygiene,2007,100,3063782,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2007,100,365366,Insufficient data
sdg,Oceania,primary,Hygiene,2007,100,1424845,Insufficient data
sdg,Oceania,rural,Hygiene,2007,100,2344561,Insufficient data
sdg,Oceania,secondary,Hygiene,2007,100,1273571,Insufficient data
sdg,Oceania,urban,Hygiene,2007,100,719221,Insufficient data
sdg,Oceania,total,Sanitation,2007,100,3063782,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2007,100,365366,Insufficient data
sdg,Oceania,primary,Sanitation,2007,100,1424845,Insufficient data
sdg,Oceania,rural,Sanitation,2007,100,2344561,Insufficient data
sdg,Oceania,secondary,Sanitation,2007,100,1273571,Insufficient data
sdg,Oceania,urban,Sanitation,2007,100,719221,Insufficient data
sdg,Oceania,total,Hygiene,2008,100,3117263,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2008,100,368529,Insufficient data
sdg,Oceania,primary,Hygiene,2008,100,1451551,Insufficient data
sdg,Oceania,rural,Hygiene,2008,100,2388076,Insufficient data
sdg,Oceania,secondary,Hygiene,2008,100,1297182,Insufficient data
sdg,Oceania,urban,Hygiene,2008,100,729189,Insufficient data
sdg,Oceania,total,Sanitation,2008,100,3117263,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2008,100,368529,Insufficient data
sdg,Oceania,primary,Sanitation,2008,100,1451551,Insufficient data
sdg,Oceania,rural,Sanitation,2008,100,2388076,Insufficient data
sdg,Oceania,secondary,Sanitation,2008,100,1297182,Insufficient data
sdg,Oceania,urban,Sanitation,2008,100,729189,Insufficient data
sdg,Oceania,total,Hygiene,2009,100,3172835,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2009,100,371205,Insufficient data
sdg,Oceania,primary,Hygiene,2009,100,1474661,Insufficient data
sdg,Oceania,rural,Hygiene,2009,100,2431256,Insufficient data
sdg,Oceania,secondary,Hygiene,2009,100,1326968,Insufficient data
sdg,Oceania,urban,Hygiene,2009,100,741580,Insufficient data
sdg,Oceania,total,Sanitation,2009,100,3172835,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2009,100,371205,Insufficient data
sdg,Oceania,primary,Sanitation,2009,100,1474661,Insufficient data
sdg,Oceania,rural,Sanitation,2009,100,2431256,Insufficient data
sdg,Oceania,secondary,Sanitation,2009,100,1326968,Insufficient data
sdg,Oceania,urban,Sanitation,2009,100,741580,Insufficient data
sdg,Oceania,total,Hygiene,2010,14.46448,466237.8836,Basic service
sdg,Oceania,pre_primary,Hygiene,2010,12.30793,46128.41281,Basic service
sdg,Oceania,primary,Hygiene,2010,14.00972,209190.5865,Basic service
sdg,Oceania,secondary,Hygiene,2010,19.27452,261239.7761,Basic service
sdg,Oceania,total,Hygiene,2010,0,0,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2010,0,0,Insufficient data
sdg,Oceania,primary,Hygiene,2010,0,0,Insufficient data
sdg,Oceania,rural,Hygiene,2010,100,2472199,Insufficient data
sdg,Oceania,secondary,Hygiene,2010,0,0,Insufficient data
sdg,Oceania,urban,Hygiene,2010,100,751130,Insufficient data
sdg,Oceania,total,Hygiene,2010,38.90025,1253883.146,Limited service
sdg,Oceania,pre_primary,Hygiene,2010,41.25764,154627.8761,Limited service
sdg,Oceania,primary,Hygiene,2010,41.48735,619481.6494,Limited service
sdg,Oceania,secondary,Hygiene,2010,42.53934,576562.488,Limited service
sdg,Oceania,total,Hygiene,2010,46.63526,1503207.909,No service
sdg,Oceania,pre_primary,Hygiene,2010,46.43442,174029.7111,No service
sdg,Oceania,primary,Hygiene,2010,44.50293,664509.7925,No service
sdg,Oceania,secondary,Hygiene,2010,38.18613,517560.736,No service
sdg,Oceania,total,Sanitation,2010,100,3223329,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2010,100,374786,Insufficient data
sdg,Oceania,primary,Sanitation,2010,100,1493182,Insufficient data
sdg,Oceania,rural,Sanitation,2010,100,2472199,Insufficient data
sdg,Oceania,secondary,Sanitation,2010,100,1355363,Insufficient data
sdg,Oceania,urban,Sanitation,2010,100,751130,Insufficient data
sdg,Oceania,total,Hygiene,2011,19.59011,641847.2637,Basic service
sdg,Oceania,pre_primary,Hygiene,2011,12.30793,46942.58263,Basic service
sdg,Oceania,primary,Hygiene,2011,13.95189,210962.8193,Basic service
sdg,Oceania,secondary,Hygiene,2011,19.15556,264904.5051,Basic service
sdg,Oceania,total,Hygiene,2011,0,0,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2011,0,0,Insufficient data
sdg,Oceania,primary,Hygiene,2011,0,0,Insufficient data
sdg,Oceania,rural,Hygiene,2011,100,2514917,Insufficient data
sdg,Oceania,secondary,Hygiene,2011,0,0,Insufficient data
sdg,Oceania,urban,Hygiene,2011,100,761470,Insufficient data
sdg,Oceania,total,Hygiene,2011,37.24329,1220233.69,Limited service
sdg,Oceania,pre_primary,Hygiene,2011,41.25764,157357.0693,Limited service
sdg,Oceania,primary,Hygiene,2011,41.51521,627740.2115,Limited service
sdg,Oceania,secondary,Hygiene,2011,42.60201,589148.2394,Limited service
sdg,Oceania,total,Hygiene,2011,43.1666,1414303.983,No service
sdg,Oceania,pre_primary,Hygiene,2011,46.43442,177101.3481,No service
sdg,Oceania,primary,Hygiene,2011,44.5329,673369.9836,No service
sdg,Oceania,secondary,Hygiene,2011,38.24244,528859.2818,No service
sdg,Oceania,total,Sanitation,2011,48.34235,1583881.504,Basic service
sdg,Oceania,pre_primary,Sanitation,2011,45.18026,172317.9478,Basic service
sdg,Oceania,primary,Sanitation,2011,45.8059,692618.5973,Basic service
sdg,Oceania,secondary,Sanitation,2011,69.95761,967452.1985,Basic service
sdg,Oceania,total,Sanitation,2011,0,0,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2011,0,0,Insufficient data
sdg,Oceania,primary,Sanitation,2011,0,0,Insufficient data
sdg,Oceania,rural,Sanitation,2011,100,2514917,Insufficient data
sdg,Oceania,secondary,Sanitation,2011,0,0,Insufficient data
sdg,Oceania,urban,Sanitation,2011,100,761470,Insufficient data
sdg,Oceania,total,Sanitation,2011,12.87996,421997.0483,Limited service
sdg,Oceania,pre_primary,Sanitation,2011,13.242,50505.13716,Limited service
sdg,Oceania,primary,Sanitation,2011,13.05125,197344.3766,Limited service
sdg,Oceania,secondary,Sanitation,2011,9.58191,132509.3719,Limited service
sdg,Oceania,total,Sanitation,2011,38.77769,1270506.323,No service
sdg,Oceania,pre_primary,Sanitation,2011,41.57774,158577.9296,No service
sdg,Oceania,primary,Sanitation,2011,41.14286,622110.0261,No service
sdg,Oceania,secondary,Sanitation,2011,20.46048,282950.4296,No service
sdg,Oceania,total,Hygiene,2012,18.07335,714928.656,Basic service
sdg,Oceania,pre_primary,Hygiene,2012,12.30793,124333.3935,Basic service
sdg,Oceania,primary,Hygiene,2012,18.77346,287541.5825,Basic service
sdg,Oceania,rural,Hygiene,2012,8.32083,257224.746,Basic service
sdg,Oceania,secondary,Hygiene,2012,19.04421,269262.146,Basic service
sdg,Oceania,urban,Hygiene,2012,5.83,50392.88694,Basic service
sdg,Oceania,total,Hygiene,2012,0,0,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2012,0,0,Insufficient data
sdg,Oceania,primary,Hygiene,2012,0,0,Insufficient data
sdg,Oceania,rural,Hygiene,2012,0,0,Insufficient data
sdg,Oceania,secondary,Hygiene,2012,0,0,Insufficient data
sdg,Oceania,urban,Hygiene,2012,0,0,Insufficient data
sdg,Oceania,total,Hygiene,2012,38.25404,1513217.88,Limited service
sdg,Oceania,pre_primary,Hygiene,2012,41.25764,416780.1879,Limited service
sdg,Oceania,primary,Hygiene,2012,39.81007,609746.617,Limited service
sdg,Oceania,rural,Hygiene,2012,40.56843,1254105.609,Limited service
sdg,Oceania,secondary,Hygiene,2012,42.66065,603170.0022,Limited service
sdg,Oceania,urban,Hygiene,2012,44.03,380582.9811,Limited service
sdg,Oceania,total,Hygiene,2012,43.67261,1727560.389,No service
sdg,Oceania,pre_primary,Hygiene,2012,46.43442,469075.4186,No service
sdg,Oceania,primary,Hygiene,2012,41.41647,634350.8004,No service
sdg,Oceania,rural,Hygiene,2012,51.11074,1580003.704,No service
sdg,Oceania,secondary,Hygiene,2012,38.29513,541446.8249,No service
sdg,Oceania,urban,Hygiene,2012,50.14,433396.1155,No service
sdg,Oceania,total,Sanitation,2012,47.92214,1895659.376,Basic service
sdg,Oceania,pre_primary,Sanitation,2012,45.18026,456405.9752,Basic service
sdg,Oceania,primary,Sanitation,2012,48.73206,746399.2285,Basic service
sdg,Oceania,secondary,Sanitation,2012,69.91661,988536.2765,Basic service
sdg,Oceania,total,Sanitation,2012,0,0,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2012,0,0,Insufficient data
sdg,Oceania,primary,Sanitation,2012,0,0,Insufficient data
sdg,Oceania,rural,Sanitation,2012,100,3091334,Insufficient data
sdg,Oceania,secondary,Sanitation,2012,0,0,Insufficient data
sdg,Oceania,urban,Sanitation,2012,100,864372,Insufficient data
sdg,Oceania,total,Sanitation,2012,12.72105,503207.6267,Limited service
sdg,Oceania,pre_primary,Sanitation,2012,13.242,133769.2717,Limited service
sdg,Oceania,primary,Sanitation,2012,13.18107,201886.3845,Limited service
sdg,Oceania,secondary,Sanitation,2012,9.59386,135645.5268,Limited service
sdg,Oceania,total,Sanitation,2012,39.3568,1556839.846,No service
sdg,Oceania,pre_primary,Sanitation,2012,41.57774,420013.7916,No service
sdg,Oceania,primary,Sanitation,2012,38.08687,583353.387,No service
sdg,Oceania,secondary,Sanitation,2012,20.48954,289697.2508,No service
sdg,Oceania,total,Hygiene,2013,18.26632,733971.6847,Basic service
sdg,Oceania,pre_primary,Hygiene,2013,12.30793,126136.7519,Basic service
sdg,Oceania,primary,Hygiene,2013,19.07394,296395.0783,Basic service
sdg,Oceania,rural,Hygiene,2013,8.32025,261285.2831,Basic service
sdg,Oceania,secondary,Hygiene,2013,19.34275,278419.6899,Basic service
sdg,Oceania,urban,Hygiene,2013,5.83,51176.73043,Basic service
sdg,Oceania,total,Hygiene,2013,0,0,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2013,0,0,Insufficient data
sdg,Oceania,primary,Hygiene,2013,0,0,Insufficient data
sdg,Oceania,rural,Hygiene,2013,0,0,Insufficient data
sdg,Oceania,secondary,Hygiene,2013,0,0,Insufficient data
sdg,Oceania,urban,Hygiene,2013,0,0,Insufficient data
sdg,Oceania,total,Hygiene,2013,37.99239,1526598.958,Limited service
sdg,Oceania,pre_primary,Hygiene,2013,41.25764,422825.258,Limited service
sdg,Oceania,primary,Hygiene,2013,39.49519,613726.3566,Limited service
sdg,Oceania,rural,Hygiene,2013,40.57002,1274042.613,Limited service
sdg,Oceania,secondary,Hygiene,2013,42.31316,609056.0473,Limited service
sdg,Oceania,urban,Hygiene,2013,44.03,386502.8144,Limited service
sdg,Oceania,total,Hygiene,2013,43.74129,1757599.435,No service
sdg,Oceania,pre_primary,Hygiene,2013,46.43442,475878.9901,No service
sdg,Oceania,primary,Hygiene,2013,41.43088,643805.5948,No service
sdg,Oceania,rural,Hygiene,2013,51.10973,1605027.074,No service
sdg,Oceania,secondary,Hygiene,2013,38.34409,551925.2627,No service
sdg,Oceania,urban,Hygiene,2013,50.14,440137.4385,No service
sdg,Oceania,total,Sanitation,2013,48.07294,1931652.333,Basic service
sdg,Oceania,pre_primary,Sanitation,2013,45.18026,463025.7863,Basic service
sdg,Oceania,primary,Sanitation,2013,48.87433,759471.4477,Basic service
sdg,Oceania,secondary,Sanitation,2013,70.06678,1008541.933,Basic service
sdg,Oceania,total,Sanitation,2013,0,0,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2013,0,0,Insufficient data
sdg,Oceania,primary,Sanitation,2013,0,0,Insufficient data
sdg,Oceania,rural,Sanitation,2013,100,3140355,Insufficient data
sdg,Oceania,secondary,Sanitation,2013,0,0,Insufficient data
sdg,Oceania,urban,Sanitation,2013,100,877817,Insufficient data
sdg,Oceania,total,Sanitation,2013,12.50384,502425.4509,Limited service
sdg,Oceania,pre_primary,Sanitation,2013,13.242,135709.4902,Limited service
sdg,Oceania,primary,Sanitation,2013,13.02489,202397.3556,Limited service
sdg,Oceania,secondary,Sanitation,2013,9.41674,135544.6557,Limited service
sdg,Oceania,total,Sanitation,2013,39.42323,1584092.216,No service
sdg,Oceania,pre_primary,Sanitation,2013,41.57774,426105.7626,No service
sdg,Oceania,primary,Sanitation,2013,38.10077,592058.1967,No service
sdg,Oceania,secondary,Sanitation,2013,20.51648,295314.3835,No service
sdg,Oceania,total,Hygiene,2014,18.20187,742107.1927,Basic service
sdg,Oceania,pre_primary,Hygiene,2014,16.16385,167426.1362,Basic service
sdg,Oceania,primary,Hygiene,2014,18.08346,285412.4525,Basic service
sdg,Oceania,rural,Hygiene,2014,8.32168,265097.3543,Basic service
sdg,Oceania,secondary,Hygiene,2014,20.2436,296159.8595,Basic service
sdg,Oceania,urban,Hygiene,2014,5.83,51972.87522,Basic service
sdg,Oceania,total,Hygiene,2014,0,0,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2014,0,0,Insufficient data
sdg,Oceania,primary,Hygiene,2014,0,0,Insufficient data
sdg,Oceania,rural,Hygiene,2014,0,0,Insufficient data
sdg,Oceania,secondary,Hygiene,2014,0,0,Insufficient data
sdg,Oceania,urban,Hygiene,2014,0,0,Insufficient data
sdg,Oceania,total,Hygiene,2014,38.00057,1549319.049,Limited service
sdg,Oceania,pre_primary,Hygiene,2014,37.67099,390198.3746,Limited service
sdg,Oceania,primary,Hygiene,2014,37.33808,589309.5518,Limited service
sdg,Oceania,rural,Hygiene,2014,40.56612,1292283.775,Limited service
sdg,Oceania,secondary,Hygiene,2014,39.78323,582020.6958,Limited service
sdg,Oceania,urban,Hygiene,2014,44.03,392515.551,Limited service
sdg,Oceania,total,Hygiene,2014,43.79756,1785667.758,No service
sdg,Oceania,pre_primary,Hygiene,2014,46.16516,478181.4694,No service
sdg,Oceania,primary,Hygiene,2014,44.57846,703584.9656,No service
sdg,Oceania,rural,Hygiene,2014,51.11219,1628241.81,No service
sdg,Oceania,secondary,Hygiene,2014,39.97317,584799.4447,No service
sdg,Oceania,urban,Hygiene,2014,50.14,446984.5568,No service
sdg,Oceania,total,Sanitation,2014,48.02164,1957887.435,Basic service
sdg,Oceania,pre_primary,Sanitation,2014,43.07276,446150.2484,Basic service
sdg,Oceania,primary,Sanitation,2014,46.26595,730218.7758,Basic service
sdg,Oceania,secondary,Sanitation,2014,67.40691,986149.6669,Basic service
sdg,Oceania,total,Sanitation,2014,0,0,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2014,0,0,Insufficient data
sdg,Oceania,primary,Sanitation,2014,0,0,Insufficient data
sdg,Oceania,rural,Sanitation,2014,100,3185623,Insufficient data
sdg,Oceania,secondary,Sanitation,2014,0,0,Insufficient data
sdg,Oceania,urban,Sanitation,2014,100,891473,Insufficient data
sdg,Oceania,total,Sanitation,2014,12.50239,509734.111,Limited service
sdg,Oceania,pre_primary,Sanitation,2014,13.96681,144669.0781,Limited service
sdg,Oceania,primary,Sanitation,2014,13.83156,218304.4518,Limited service
sdg,Oceania,secondary,Sanitation,2014,11.17258,163452.5655,Limited service
sdg,Oceania,total,Sanitation,2014,39.47597,1609472.454,No service
sdg,Oceania,pre_primary,Sanitation,2014,42.96042,444986.6341,No service
sdg,Oceania,primary,Sanitation,2014,39.90248,629783.7122,No service
sdg,Oceania,secondary,Sanitation,2014,21.42051,313377.7117,No service
sdg,Oceania,total,Hygiene,2015,18.22295,753450.2812,Basic service
sdg,Oceania,pre_primary,Hygiene,2015,16.18421,169206.4192,Basic service
sdg,Oceania,primary,Hygiene,2015,18.21548,292163.6822,Basic service
sdg,Oceania,rural,Hygiene,2015,8.32404,268745.5354,Basic service
sdg,Oceania,secondary,Hygiene,2015,20.17142,299584.1584,Basic service
sdg,Oceania,urban,Hygiene,2015,5.83,52824.34671,Basic service
sdg,Oceania,total,Hygiene,2015,0,0,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2015,0,0,Insufficient data
sdg,Oceania,primary,Hygiene,2015,0,0,Insufficient data
sdg,Oceania,rural,Hygiene,2015,0,0,Insufficient data
sdg,Oceania,secondary,Hygiene,2015,0,0,Insufficient data
sdg,Oceania,urban,Hygiene,2015,0,0,Insufficient data
sdg,Oceania,total,Hygiene,2015,37.93849,1568613.609,Limited service
sdg,Oceania,pre_primary,Hygiene,2015,37.631,393433.2792,Limited service
sdg,Oceania,primary,Hygiene,2015,37.24017,597306.5623,Limited service
sdg,Oceania,rural,Hygiene,2015,40.55971,1309488.942,Limited service
sdg,Oceania,secondary,Hygiene,2015,39.73463,590135.214,Limited service
sdg,Oceania,urban,Hygiene,2015,44.03,398946.1324,Limited service
sdg,Oceania,total,Hygiene,2015,43.83856,1812559.11,No service
sdg,Oceania,pre_primary,Hygiene,2015,46.18478,482863.3016,No service
sdg,Oceania,primary,Hygiene,2015,44.54436,714460.7555,No service
sdg,Oceania,rural,Hygiene,2015,51.11625,1650311.492,No service
sdg,Oceania,secondary,Hygiene,2015,40.09394,595471.5993,No service
sdg,Oceania,urban,Hygiene,2015,50.14,454307.5037,No service
sdg,Oceania,total,Sanitation,2015,47.98292,1983912.755,Basic service
sdg,Oceania,pre_primary,Sanitation,2015,43.02769,449855.7991,Basic service
sdg,Oceania,primary,Sanitation,2015,46.27927,742287.4997,Basic service
sdg,Oceania,secondary,Sanitation,2015,67.33367,1000033.63,Basic service
sdg,Oceania,total,Sanitation,2015,0,0,Insufficient data
sdg,Oceania,pre_primary,Sanitation,2015,0,0,Insufficient data
sdg,Oceania,primary,Sanitation,2015,0,0,Insufficient data
sdg,Oceania,rural,Sanitation,2015,100,3228546,Insufficient data
sdg,Oceania,secondary,Sanitation,2015,0,0,Insufficient data
sdg,Oceania,urban,Sanitation,2015,100,906078,Insufficient data
sdg,Oceania,total,Sanitation,2015,12.50456,517016.5122,Limited service
sdg,Oceania,pre_primary,Sanitation,2015,13.98232,146185.5234,Limited service
sdg,Oceania,primary,Sanitation,2015,13.85831,222277.6801,Limited service
sdg,Oceania,secondary,Sanitation,2015,11.16702,165851.5029,Limited service
sdg,Oceania,total,Sanitation,2015,39.51252,1633693.891,No service
sdg,Oceania,pre_primary,Sanitation,2015,42.98999,449461.6775,No service
sdg,Oceania,primary,Sanitation,2015,39.86242,639365.7589,No service
sdg,Oceania,secondary,Sanitation,2015,21.49932,319305.8953,No service
sdg,Oceania,total,Hygiene,2016,18.92457,792230.4924,Basic service
sdg,Oceania,pre_primary,Hygiene,2016,16.11945,169564.5404,Basic service
sdg,Oceania,primary,Hygiene,2016,18.95889,308057.9305,Basic service
sdg,Oceania,rural,Hygiene,2016,8.32687,272016.4425,Basic service
sdg,Oceania,secondary,Hygiene,2016,21.09441,318411.2009,Basic service
sdg,Oceania,urban,Hygiene,2016,5.83,53608.1319,Basic service
sdg,Oceania,total,Hygiene,2016,0,0,Insufficient data
sdg,Oceania,pre_primary,Hygiene,2016,0,0,Insufficient data
sdg,Oceania,primary,Hygiene,2016,0,0,Insufficient data
sdg,Oceania,rural,Hygiene,2016,0,0,Insufficient data
sdg,Oceania,secondary,Hygiene,2016,0,0,Insufficient data
sdg,Oceania,urban,Hygiene,2016,0,0,Insufficient data
sdg,Oceania,total,Hygiene,2016,37.18507,1556661.322,Limited service
sdg,Oceania,pre_primary,Hygiene,2016,37.62947,395833.811,Limited service
sdg,Oceania,primary,Hygiene,2016,36.47472,592667.8771,Limited service
